occurrenceId;sp_BirdTree;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species;canonicalName;authorship;usageKey;acceptedUsageKey
;Upucerthia dumetaria;Upucerthia dumetaria I.Geoffroy Saint-Hilaire, 1832;2485189;EXACT;97;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Upucerthia;Upucerthia dumetaria;Upucerthia dumetaria;I.Geoffroy Saint-Hilaire, 1832;2485189;
;Upucerthia serrana;Upucerthia serrana Taczanowski, 1875;2485179;EXACT;97;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Upucerthia;Upucerthia serrana;Upucerthia serrana;Taczanowski, 1875;2485179;
;Leptasthenura andicola;Leptasthenura andicola P.L.Sclater, 1870;2485160;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Leptasthenura;Leptasthenura andicola;Leptasthenura andicola;P.L.Sclater, 1870;2485160;
;Leptasthenura setaria;Leptasthenura setaria (Temminck, 1824);2485140;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Leptasthenura;Leptasthenura setaria;Leptasthenura setaria;(Temminck, 1824) ;2485140;
;Leptasthenura striolata;Leptasthenura striolata (Pelzeln, 1856);2485139;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Leptasthenura;Leptasthenura striolata;Leptasthenura striolata;(Pelzeln, 1856) ;2485139;
;Leptasthenura yanacensis;Leptasthenura yanacensis Carriker, 1933;2485146;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Leptasthenura;Leptasthenura yanacensis;Leptasthenura yanacensis;Carriker, 1933;2485146;
;Leptasthenura xenothorax;Leptasthenura xenothorax Chapman, 1921;2485155;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Leptasthenura;Leptasthenura xenothorax;Leptasthenura xenothorax;Chapman, 1921;2485155;
;Sylviorthorhynchus desmursii;Sylviorthorhynchus desmursii Des Murs, 1847;2485861;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Sylviorthorhynchus;Sylviorthorhynchus desmursii;Sylviorthorhynchus desmursii;Des Murs, 1847;2485861;
;Leptasthenura platensis;Leptasthenura platensis Reichenbach, 1853;2485151;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Leptasthenura;Leptasthenura platensis;Leptasthenura platensis;Reichenbach, 1853;2485151;
;Leptasthenura pileata;Leptasthenura pileata P.L.Sclater, 1881;2485156;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Leptasthenura;Leptasthenura pileata;Leptasthenura pileata;P.L.Sclater, 1881;2485156;
;Leptasthenura aegithaloides;Leptasthenura aegithaloides (Kittlitz, 1830);2485141;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Leptasthenura;Leptasthenura aegithaloides;Leptasthenura aegithaloides;(Kittlitz, 1830) ;2485141;
;Leptasthenura striata;Leptasthenura striata (Philippi & Landbeck, 1863);2485147;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Leptasthenura;Leptasthenura striata;Leptasthenura striata;(Philippi & Landbeck, 1863) ;2485147;
;Leptasthenura fuliginiceps;Leptasthenura fuliginiceps (Orbigny & Lafresnaye, 1837);2485152;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Leptasthenura;Leptasthenura fuliginiceps;Leptasthenura fuliginiceps;(Orbigny & Lafresnaye, 1837) ;2485152;
;Coryphistera alaudina;Coryphistera alaudina Burmeister, 1860;2485606;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Coryphistera;Coryphistera alaudina;Coryphistera alaudina;Burmeister, 1860;2485606;
;Anumbius annumbi;Anumbius annumbi (Vieillot, 1817);2485086;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Anumbius;Anumbius annumbi;Anumbius annumbi;(Vieillot, 1817) ;2485086;
;Hellmayrea gularis;Hellmayrea gularis (Lafresnaye, 1843);2485088;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Hellmayrea;Hellmayrea gularis;Hellmayrea gularis;(Lafresnaye, 1843) ;2485088;
;Synallaxis unirufa;Synallaxis unirufa Lafresnaye, 1843;2484927;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis unirufa;Synallaxis unirufa;Lafresnaye, 1843;2484927;
;Synallaxis ruficapilla;Synallaxis ruficapilla Vieillot, 1819;2484985;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis ruficapilla;Synallaxis ruficapilla;Vieillot, 1819;2484985;
;Synallaxis maranonica;Synallaxis maranonica Taczanowski, 1879;2484981;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis maranonica;Synallaxis maranonica;Taczanowski, 1879;2484981;
;Synallaxis scutata;Synallaxis scutata P.L.Sclater, 1859;2485028;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis scutata;Synallaxis scutata;P.L.Sclater, 1859;2485028;
;Synallaxis candei;Synallaxis candei Orbigny & Lafresnaye, 1838;2484971;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis candei;Synallaxis candei;Orbigny & Lafresnaye, 1838;2484971;
;Synallaxis erythrothorax;Synallaxis erythrothorax P.L.Sclater, 1855;2485003;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis erythrothorax;Synallaxis erythrothorax;P.L.Sclater, 1855;2485003;
;Synallaxis whitneyi;Synallaxis whitneyi Pacheco & Gonzaga, 1995;2485015;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis cinerea;Synallaxis whitneyi;Pacheco & Gonzaga, 1995;2485015;2485014
;Certhiaxis cinnamomeus;Certhiaxis cinnamomeus (Gmelin, 1788);2486060;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Certhiaxis;Certhiaxis cinnamomeus;Certhiaxis cinnamomeus;(Gmelin, 1788) ;2486060;
;Certhiaxis mustelinus;Certhiaxis mustelinus (P.L.Sclater, 1874);2486070;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Certhiaxis;Certhiaxis mustelinus;Certhiaxis mustelinus;(P.L.Sclater, 1874) ;2486070;
;Schoeniophylax phryganophilus;Schoeniophylax phryganophilus (Vieillot, 1817);2485908;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Schoeniophylax;Schoeniophylax phryganophilus;Schoeniophylax phryganophilus;(Vieillot, 1817) ;2485908;
;Synallaxis macconnelli;Synallaxis macconnelli Chubb, 1919;2485016;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis macconnelli;Synallaxis macconnelli;Chubb, 1919;2485016;
;Gyalophylax hellmayri;Gyalophylax hellmayri (Reiser, 1905);2485650;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Gyalophylax;Gyalophylax hellmayri;Gyalophylax hellmayri;(Reiser, 1905) ;2485650;
;Synallaxis infuscata;Synallaxis infuscata Pinto, 1950;2484980;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis infuscata;Synallaxis infuscata;Pinto, 1950;2484980;
;Synallaxis cherriei;Synallaxis cherriei Gyldenstolpe, 1930;2484990;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis cherriei;Synallaxis cherriei;Gyldenstolpe, 1930;2484990;
;Synallaxis cabanisi;Synallaxis cabanisi Berlepsch & Leverkuhn, 1890;2484986;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis cabanisi;Synallaxis cabanisi;Berlepsch & Leverkuhn, 1890;2484986;
;Synallaxis moesta;Synallaxis moesta P.L.Sclater, 1856;2484950;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis moesta;Synallaxis moesta;P.L.Sclater, 1856;2484950;
;Synallaxis brachyura;Synallaxis brachyura Lafresnaye, 1843;2485023;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis brachyura;Synallaxis brachyura;Lafresnaye, 1843;2485023;
;Synallaxis gujanensis;Synallaxis gujanensis (Gmelin, 1789);2485007;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis gujanensis;Synallaxis gujanensis;(Gmelin, 1789) ;2485007;
;Synallaxis stictothorax;Synallaxis stictothorax P.L.Sclater, 1859;2485033;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis stictothorax;Synallaxis stictothorax;P.L.Sclater, 1859;2485033;
;Synallaxis azarae;Synallaxis azarae Orbigny, 1835;9492770;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis azarae;Synallaxis azarae;Orbigny, 1835;9492770;
;Synallaxis zimmeri;Synallaxis zimmeri Koepcke, 1957;2484932;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis zimmeri;Synallaxis zimmeri;Koepcke, 1957;2484932;
;Synallaxis frontalis;Synallaxis frontalis Pelzeln, 1859;2484977;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis frontalis;Synallaxis frontalis;Pelzeln, 1859;2484977;
;Synallaxis albescens;Synallaxis albescens Temminck, 1823;2484936;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis albescens;Synallaxis albescens;Temminck, 1823;2484936;
;Synallaxis kollari;Synallaxis kollari Pelzeln, 1856;2484935;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis kollari;Synallaxis kollari;Pelzeln, 1856;2484935;
;Synallaxis courseni;Synallaxis courseni Blake, 1971;2484976;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis courseni;Synallaxis courseni;Blake, 1971;2484976;
;Synallaxis albigularis;Synallaxis albigularis P.L.Sclater, 1858;2485019;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis albigularis;Synallaxis albigularis;P.L.Sclater, 1858;2485019;
;Synallaxis spixi;Synallaxis spixi P.L.Sclater, 1856;2484989;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis spixi;Synallaxis spixi;P.L.Sclater, 1856;2484989;
;Synallaxis tithys;Synallaxis tithys Taczanowski, 1877;2484975;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis tithys;Synallaxis tithys;Taczanowski, 1877;2484975;
;Synallaxis hypospodia;Synallaxis hypospodia P.L.Sclater, 1874;2484934;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis hypospodia;Synallaxis hypospodia;P.L.Sclater, 1874;2484934;
;Synallaxis subpudica;Synallaxis subpudica P.L.Sclater, 1874;2484994;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis subpudica;Synallaxis subpudica;P.L.Sclater, 1874;2484994;
;Synallaxis fuscorufa;Synallaxis fuscorufa P.L.Sclater, 1882;2484933;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis fuscorufa;Synallaxis fuscorufa;P.L.Sclater, 1882;2484933;
;Synallaxis albilora;Synallaxis albilora Pelzeln, 1856;2484982;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis albilora;Synallaxis albilora;Pelzeln, 1856;2484982;
;Synallaxis propinqua;Synallaxis propinqua Pelzeln, 1859;2485022;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis propinqua;Synallaxis propinqua;Pelzeln, 1859;2485022;
;Synallaxis castanea;Synallaxis castanea P.L.Sclater, 1856;2485032;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis castanea;Synallaxis castanea;P.L.Sclater, 1856;2485032;
;Synallaxis cinnamomea;Synallaxis cinnamomea Lafresnaye, 1843;2484995;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis cinnamomea;Synallaxis cinnamomea;Lafresnaye, 1843;2484995;
;Synallaxis rutilans;Synallaxis rutilans Temminck, 1823;2484963;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis rutilans;Synallaxis rutilans;Temminck, 1823;2484963;
;Synallaxis cinerascens;Synallaxis cinerascens Temminck, 1823;2484926;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Synallaxis;Synallaxis cinerascens;Synallaxis cinerascens;Temminck, 1823;2484926;
;Asthenes steinbachi;Asthenes steinbachi (Hartert, 1909);5230101;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Asthenes;Asthenes steinbachi;Asthenes steinbachi;(Hartert, 1909) ;5230101;
;Siptornopsis hypochondriaca;Siptornopsis hypochondriaca (Salvin, 1895);2485833;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Siptornopsis;Siptornopsis hypochondriaca;Siptornopsis hypochondriaca;(Salvin, 1895) ;2485833;
;Asthenes luizae;Asthenes luizae Vielliard, 1990;5230087;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Asthenes;Asthenes luizae;Asthenes luizae;Vielliard, 1990;5230087;
;Asthenes patagonica;Asthenes patagonica (Orbigny, 1839);5230059;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Asthenes;Asthenes patagonica;Asthenes patagonica;(Orbigny, 1839) ;5230059;
;Pseudoseisura cristata;Pseudoseisura cristata (Spix, 1824);2485852;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Pseudoseisura;Pseudoseisura cristata;Pseudoseisura cristata;(Spix, 1824) ;2485852;
;Pseudoseisura gutturalis;Pseudoseisura gutturalis (Orbigny & Lafresnaye, 1838);2485857;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Pseudoseisura;Pseudoseisura gutturalis;Pseudoseisura gutturalis;(Orbigny & Lafresnaye, 1838) ;2485857;
;Pseudoseisura lophotes;Pseudoseisura lophotes (Reichenbach, 1853);2485853;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Pseudoseisura;Pseudoseisura lophotes;Pseudoseisura lophotes;(Reichenbach, 1853) ;2485853;
;Pseudoseisura unirufa;Pseudoseisura unirufa (Orbigny & Lafresnaye, 1838);2485856;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Pseudoseisura;Pseudoseisura unirufa;Pseudoseisura unirufa;(Orbigny & Lafresnaye, 1838) ;2485856;
;Spartonoica maluroides;Spartonoica maluroides (Orbigny & Lafresnaye, 1837);2485840;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Spartonoica;Spartonoica maluroides;Spartonoica maluroides;(Orbigny & Lafresnaye, 1837) ;2485840;
;Asthenes cactorum;Asthenes cactorum Koepcke, 1959;5230106;EXACT;97;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Asthenes;Asthenes cactorum;Asthenes cactorum;Koepcke, 1959;5230106;
;Asthenes humicola;Asthenes humicola (Kittlitz, 1830);5230083;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Asthenes;Asthenes humicola;Asthenes humicola;(Kittlitz, 1830) ;5230083;
;Acrobatornis fonsecai;Acrobatornis fonsecai Pacheco, B.M.Whitney & Gonzaga, 1996;2485084;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Acrobatornis;Acrobatornis fonsecai;Acrobatornis fonsecai;Pacheco, B.M.Whitney & Gonzaga, 1996;2485084;
;Metopothrix aurantiaca;Metopothrix aurantiaca P.L.Sclater & Salvin, 1866;2485947;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Metopothrix;Metopothrix aurantiaca;Metopothrix aurantiaca;P.L.Sclater & Salvin, 1866;2485947;
;Xenerpestes minlosi;Xenerpestes minlosi Berlepsch, 1886;2485904;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Xenerpestes;Xenerpestes minlosi;Xenerpestes minlosi;Berlepsch, 1886;2485904;
;Xenerpestes singularis;Xenerpestes singularis (Taczanowski & Berlepsch, 1885);2485903;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Xenerpestes;Xenerpestes singularis;Xenerpestes singularis;(Taczanowski & Berlepsch, 1885) ;2485903;
;Siptornis striaticollis;Siptornis striaticollis (Lafresnaye, 1843);2485913;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Siptornis;Siptornis striaticollis;Siptornis striaticollis;(Lafresnaye, 1843) ;2485913;
;Roraimia adusta;Roraimia adusta (Salvin & Godman, 1884);2485111;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Roraimia;Roraimia adusta;Roraimia adusta;(Salvin & Godman, 1884) ;2485111;
;Thripophaga macroura;Thripophaga macroura (Wied-Neuwied, 1821);2486007;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Thripophaga;Thripophaga macroura;Thripophaga macroura;(Wied-Neuwied, 1821) ;2486007;
;Thripophaga berlepschi;Thripophaga berlepschi Hellmayr, 1905;2486009;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Thripophaga;Thripophaga berlepschi;Thripophaga berlepschi;Hellmayr, 1905;2486009;
;Thripophaga cherriei;Thripophaga cherriei Berlepsch & Hartert, 1902;2486008;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Thripophaga;Thripophaga cherriei;Thripophaga cherriei;Berlepsch & Hartert, 1902;2486008;
;Thripophaga fusciceps;Thripophaga fusciceps P.L.Sclater, 1889;2486003;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Thripophaga;Thripophaga fusciceps;Thripophaga fusciceps;P.L.Sclater, 1889;2486003;
;Limnoctites rectirostris;Limnoctites rectirostris (Gould, 1839);5788780;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Limnornis;Limnornis rectirostris;Limnoctites rectirostris;(Gould, 1839) ;5788780;5230278
;Cranioleuca sulphurifera;Cranioleuca sulphurifera (Burmeister, 1869);2485311;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca sulphurifera;Cranioleuca sulphurifera;(Burmeister, 1869) ;2485311;
;Cranioleuca semicinerea;Cranioleuca semicinerea (Reichenbach, 1853);2485326;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca semicinerea;Cranioleuca semicinerea;(Reichenbach, 1853) ;2485326;
;Cranioleuca albiceps;Cranioleuca albiceps (Orbigny & Lafresnaye, 1837);2485330;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca albiceps;Cranioleuca albiceps;(Orbigny & Lafresnaye, 1837) ;2485330;
;Cranioleuca marcapatae;Cranioleuca marcapatae Zimmer, 1935;2485303;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca marcapatae;Cranioleuca marcapatae;Zimmer, 1935;2485303;
;Cranioleuca dissita;Cranioleuca dissita (Wetmore, 1957);2485296;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca vulpina;Cranioleuca dissita;(Wetmore, 1957) ;2485296;6171363
;Cranioleuca pallida;Cranioleuca pallida (Wied-Neuwied, 1831);2485325;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca pallida;Cranioleuca pallida;(Wied-Neuwied, 1831) ;2485325;
;Cranioleuca gutturata;Cranioleuca gutturata (Orbigny & Lafresnaye, 1838);2485302;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca gutturata;Cranioleuca gutturata;(Orbigny & Lafresnaye, 1838) ;2485302;
;Cranioleuca hellmayri;Cranioleuca hellmayri (Bangs, 1907);2485323;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca hellmayri;Cranioleuca hellmayri;(Bangs, 1907) ;2485323;
;Cranioleuca obsoleta;Cranioleuca obsoleta (Reichenbach, 1853);2485306;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca obsoleta;Cranioleuca obsoleta;(Reichenbach, 1853) ;2485306;
;Cranioleuca henricae;Cranioleuca henricae Maijer & Fjeldsa, 1997;2485287;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca henricae;Cranioleuca henricae;Maijer & Fjeldsa, 1997;2485287;
;Cranioleuca pyrrhophia;Cranioleuca pyrrhophia (Vieillot, 1818);2485307;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca pyrrhophia;Cranioleuca pyrrhophia;(Vieillot, 1818) ;2485307;
;Cranioleuca vulpina;Cranioleuca vulpina (Pelzeln, 1856);2485291;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca vulpina;Cranioleuca vulpina;(Pelzeln, 1856) ;2485291;
;Cranioleuca albicapilla;Cranioleuca albicapilla (Cabanis, 1873);2485316;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca albicapilla;Cranioleuca albicapilla;(Cabanis, 1873) ;2485316;
;Cranioleuca erythrops;Cranioleuca erythrops (P.L.Sclater, 1860);2485336;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca erythrops;Cranioleuca erythrops;(P.L.Sclater, 1860) ;2485336;
;Cranioleuca subcristata;Cranioleuca subcristata (P.L.Sclater, 1874);2485288;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca subcristata;Cranioleuca subcristata;(P.L.Sclater, 1874) ;2485288;
;Cranioleuca baroni;Cranioleuca baroni (Salvin, 1895);2485312;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca baroni;Cranioleuca baroni;(Salvin, 1895) ;2485312;
;Cranioleuca curtata;Cranioleuca curtata (P.L.Sclater, 1870);2485319;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca curtata;Cranioleuca curtata;(P.L.Sclater, 1870) ;2485319;
;Cranioleuca antisiensis;Cranioleuca antisiensis (P.L.Sclater, 1859);2485299;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca antisiensis;Cranioleuca antisiensis;(P.L.Sclater, 1859) ;2485299;
;Cranioleuca muelleri;Cranioleuca muelleri (Hellmayr, 1911);2485324;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca muelleri;Cranioleuca muelleri;(Hellmayr, 1911) ;2485324;
;Cranioleuca demissa;Cranioleuca demissa (Salvin & Godman, 1884);2485333;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Furnariidae;Cranioleuca;Cranioleuca demissa;Cranioleuca demissa;(Salvin & Godman, 1884) ;2485333;
