"","sp_atlas","Accepted_SPNAME","HWI","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Range.Size","BL_name","BT_name","FP","Shapefile_name","sd_PC1","sd_PC2"
"858","Spinus pinus","Spinus pinus","35.2","12.7","Forest","1","1","Herbivore","Granivore","Insessorial","7806130.28","Spinus pinus","Carduelis pinus",3.81179360952747,NA,NA,NA
"859","Spinus spinus","Spinus spinus","36.5","13.24","Forest","1","1","Herbivore","Granivore","Insessorial","8968022.11","Spinus spinus","Carduelis spinus",3.81179360952747,"Spinus spinus",1.18419798120447,1.10823702937021
"860","Spinus tristis","Spinus tristis","27.6","12.79","Forest","1","1","Herbivore","Granivore","Insessorial","7802444.22","Spinus tristis","Carduelis tristis",4.43632695610525,NA,NA,NA
"861","Spiza americana","Spiza americana","26.4","26.18","Grassland","3","3","Omnivore","Omnivore","Terrestrial","3462252.57","Spiza americana","Spiza americana",13.5685360765619,"Spiza americana",0.843965376643611,0.798573585671067
"862","Spizella pallida","Spizella pallida","18.6","11.2","Shrubland","2","3","Omnivore","Granivore","Generalist","3219955.48","Spizella pallida","Spizella pallida",3.83653893058059,"Spizella pallida",0.593821779897069,0.712778578905235
"863","Spizella passerina","Spizella passerina","24.2","12.2","Forest","2","3","Omnivore","Omnivore","Generalist","13081064.54","Spizella passerina","Spizella passerina",3.83653893058059,"Spizella passerina",1.48359564529906,1.05286821897057
"864","Spizella pusilla","Spizella pusilla","16.7","12.5","Grassland","2","2","Omnivore","Granivore","Generalist","3997616.97","Spizella pusilla","Spizella pusilla",3.74377796211392,"Spizella pusilla",0.8735733977763,0.917586214439405
"865","Spodiopsar cineraceus","Spodiopsar cineraceus","36","83","Grassland","3","1","Carnivore","Invertivore","Terrestrial","5348180.01","Spodiopsar cineraceus","Sturnus cineraceus",4.65500380366509,NA,NA,NA
"866","Stelgidopteryx serripennis","Stelgidopteryx serripennis","50.7","15.69","Shrubland","3","3","Carnivore","Invertivore","Aerial","9985106.05","Stelgidopteryx serripennis","Stelgidopteryx serripennis",6.4363593583938,"Stelgidopteryx serripennis",1.35317693691531,1.06433371331407
"867","Stercorarius longicaudus","Stercorarius longicaudus","60.2","287.9","Marine","3","3","Carnivore","Aquatic predator","Aerial","6233403.78","Stercorarius longicaudus","Stercorarius longicaudus",8.12190051634835,"Stercorarius longicaudus",0.860298382823339,0.70117267055031
"868","Stercorarius parasiticus","Stercorarius parasiticus","60.2","444.31","Marine","3","3","Carnivore","Aquatic predator","Aerial","6277591.31","Stercorarius parasiticus","Stercorarius parasiticus",8.12190051634835,"Stercorarius parasiticus",1.19244563312825,0.781163686922697
"869","Stercorarius pomarinus","Stercorarius pomarinus","55.8","692.47","Marine","3","3","Carnivore","Aquatic predator","Aerial","3233984.08","Stercorarius pomarinus","Stercorarius pomarinus",3.92536452688168,"Stercorarius pomarinus",0.615014813615293,0.665924816916321
"870","Sterna albifrons","Sternula albifrons","69.8","57","Coastal","3","3","Carnivore","Aquatic predator","Aerial","11965931.09","Sternula albifrons","Sterna albifrons",4.13462874018371,"Sternula albifrons",1.99632936775728,1.46295001851134
"871","Hydropogne caspia","Hydroprogne caspia","65.1","655","Wetland","3","3","Carnivore","Aquatic predator","Aerial","6293644.91","Hydroprogne caspia","Sterna caspia",9.28173138590301,NA,NA,NA
"872","Sterna dougallii","Sterna dougallii","69.1","112","Marine","3","3","Carnivore","Aquatic predator","Aerial","7673719.22","Sterna dougallii","Sterna dougallii",3.97376766116209,"Sterna dougallii",1.45231045907808,1.12811140332805
"873","Sterna forsteri","Sterna forsteri","68.7","149","Wetland","3","3","Carnivore","Aquatic predator","Aerial","1801878.95","Sterna forsteri","Sterna forsteri",5.59486134258173,"Sterna forsteri",1.05214012593339,0.915281428829969
"874","Sterna hirundo","Sterna hirundo","67.3","129.15","Marine","3","3","Carnivore","Aquatic predator","Aerial","30248469.5","Sterna hirundo","Sterna hirundo",6.05659878551209,"Sterna hirundo",1.24166939364005,1.21156030250221
"875","Sterna paradisaea","Sterna paradisaea","69.1","110","Coastal","3","3","Carnivore","Aquatic predator","Aerial","10398468.44","Sterna paradisaea","Sterna paradisaea",3.45469269934542,"Sterna paradisaea",1.24426665960389,0.820658339028786
"876","Sterna sumatrana","Sterna sumatrana","65.9","106","Marine","3","2","Carnivore","Aquatic predator","Aerial","10103250.1","Sterna sumatrana","Sterna sumatrana",4.12768102901209,"Sterna sumatrana",1.33017851668456,1.00837624948986
"877","Sternula albifrons","Sternula albifrons","69.8","57","Coastal","3","3","Carnivore","Aquatic predator","Aerial","11965931.09","Sternula albifrons","Sterna albifrons",4.13462874018371,"Sternula albifrons",1.99632936775728,1.46295001851134
"878","Sternula antillarum","Sternula antillarum","69.1","45.86","Marine","3","3","Carnivore","Aquatic predator","Aerial","1340830.63","Sternula antillarum","Sterna antillarum",5.67596685461704,NA,NA,NA
"879","Streptopelia decaocto","Streptopelia decaocto","35.4","148.96","Human Modified","3","1","Herbivore","Omnivore","Terrestrial","19495951.64","Streptopelia decaocto","Streptopelia decaocto",4.65605826852377,"Streptopelia decaocto",1.27857926540046,1.54565749364041
"880","Streptopelia orientalis","Streptopelia orientalis","32.8","232.94","Woodland","3","3","Herbivore","Omnivore","Terrestrial","16926350.97","Streptopelia orientalis","Streptopelia orientalis",4.23985706197139,"Streptopelia orientalis",1.92592828327138,1.07571906641888
"881","Streptopelia turtur","Streptopelia turtur","43.5","132","Woodland","2","3","Herbivore","Granivore","Terrestrial","17578320.62","Streptopelia turtur","Streptopelia turtur",3.02736108351306,"Streptopelia turtur",0.854885047254892,1.37237486235928
"882","Strix aluco","Strix aluco","29.3","472.46","Forest","1","1","Carnivore","Vertivore","Insessorial","14464131.31","Strix aluco","Strix aluco",6.88979225009467,"Strix aluco",0.82382368791388,1.04874911059516
"883","Strix nebulosa","Strix nebulosa","31.9","1061.89","Forest","2","1","Carnivore","Vertivore","Insessorial","19847527.93","Strix nebulosa","Strix nebulosa",8.957641815828,"Strix nebulosa",1.0087025124187,0.935588754589583
"884","Strix uralensis","Strix uralensis","28.8","780.56","Forest","2","1","Carnivore","Vertivore","Insessorial","12224942.84","Strix uralensis","Strix uralensis",5.64861519776134,"Strix uralensis",1.17821554726145,1.04270290120736
"885","Strix varia","Strix varia","29.6","711.49","Forest","2","1","Carnivore","Vertivore","Insessorial","6628563.52","Strix varia","Strix varia",7.3067625869621,"Strix varia",1.22222084150042,0.926147412942175
"886","Sturnella magna","Sturnella magna","24.8","91.76","Grassland","3","2","Carnivore","Invertivore","Terrestrial","7031582.36","Sturnella magna","Sturnella magna",5.51608047410465,"Sturnella magna",1.88619491576914,1.03839875617266
"887","Sturnella neglecta","Sturnella neglecta","27.8","100.06","Grassland","3","2","Omnivore","Invertivore","Terrestrial","6719237.68","Sturnella neglecta","Sturnella neglecta",5.51608047410465,"Sturnella neglecta",0.929206553132432,0.893780040309729
"888","Sturnus unicolor","Sturnus unicolor","35.9","83.66","Forest","2","1","Omnivore","Omnivore","Generalist","826392.84","Sturnus unicolor","Sturnus unicolor",4.22413029585967,"Sturnus unicolor",0.480817598404127,0.934656523500407
"889","Sturnus vulgaris","Sturnus vulgaris","38.4","77.14","Human Modified","3","2","Omnivore","Omnivore","Insessorial","17082191.68","Sturnus vulgaris","Sturnus vulgaris",4.22413029585967,"Sturnus vulgaris",1.02863879360809,1.25246686800896
"890","Sula leucogaster","Sula leucogaster","59.3","1288.82","Marine","3","2","Carnivore","Aquatic predator","Aerial","26818777.48","Sula leucogaster","Sula leucogaster",10.3017585816707,"Sula leucogaster",1.42891164135656,1.20186287463652
"891","Surnia ulula","Surnia ulula","38.6","319.9","Grassland","3","2","Carnivore","Vertivore","Insessorial","21131927.34","Surnia ulula","Surnia ulula",25.1795155395485,"Surnia ulula",1.07579034892777,0.90992867025699
"892","Sylvia atricapilla","Sylvia atricapilla","27","16.7","Woodland","1","3","Omnivore","Omnivore","Insessorial","8628077.66","Sylvia nigricapillus","Sylvia atricapilla",8.64701862116885,"Sylvia atricapilla",0.829569795766668,0.812438380566315
"893","Sylvia atricapilla","Sylvia atricapilla","27","16.7","Woodland","1","3","Omnivore","Omnivore","Insessorial","8628077.66","Sylvia atricapilla","Sylvia atricapilla",8.64701862116885,"Sylvia atricapilla",0.829569795766668,0.812438380566315
"894","Sylvia balearica","Sylvia balearica","16.7","9.8","Shrubland","2","1","Carnivore","Invertivore","Insessorial","4300.52","Sylvia abyssinica",NA,NA,NA,NA,NA
"895","Sylvia borin","Sylvia borin","30","18.2","Woodland","1","3","Omnivore","Omnivore","Insessorial","9648408.47","Sylvia dohrni","Sylvia borin",7.68904964450218,"Sylvia borin",0.900386222563398,0.728070847535884
"896","Sylvia borin","Sylvia borin","30","18.2","Woodland","1","3","Omnivore","Omnivore","Insessorial","9648408.47","Sylvia borin","Sylvia borin",7.68904964450218,"Sylvia borin",0.900386222563398,0.728070847535884
"897","Sylvia cantillans","Sylvia cantillans","22.3","9.6","Shrubland","1","3","Omnivore","Invertivore","Insessorial","1510923.82",NA,"Sylvia cantillans",4.63003239245855,NA,NA,NA
"898","Sylvia communis","Sylvia communis","24.2","15.1","Shrubland","3","3","Omnivore","Invertivore","Insessorial","14124012.64",NA,"Sylvia communis",5.87643020668521,NA,NA,NA
"899","Sylvia conspicillata","Sylvia conspicillata","19.4","9","Shrubland","2","3","Carnivore","Invertivore","Insessorial","1315716.19",NA,"Sylvia conspicillata",5.69523472606021,NA,NA,NA
"900","Sylvia crassirostris","Sylvia crassirostris","26.4","23","Woodland","2","3","Carnivore","Invertivore","Insessorial","2006028.95",NA,NA,NA,NA,NA,NA
"901","Sylvia curruca","Sylvia curruca","22","11.44","Shrubland","3","3","Omnivore","Invertivore","Insessorial","16659794.83",NA,"Sylvia curruca",4.62908516074985,NA,NA,NA
"902","Sylvia hortensis","Sylvia hortensis","23.2","21.9","Woodland","2","3","Carnivore","Invertivore","Insessorial","3045829.07",NA,"Sylvia hortensis",4.21346944319985,NA,NA,NA
"903","Sylvia melanocephala","Sylvia melanocephala","18","11.7","Shrubland","2","2","Omnivore","Invertivore","Insessorial","1781820.85",NA,"Sylvia melanocephala",3.96960403745855,NA,NA,NA
"904","Sylvia mystacea","Sylvia mystacea","16.1","9.9","Shrubland","2","3","Carnivore","Invertivore","Insessorial","1359316.78",NA,"Sylvia mystacea",3.96960403745855,NA,NA,NA
"905","Sylvia nisoria","Sylvia nisoria","27.2","22.5","Shrubland","2","3","Carnivore","Invertivore","Insessorial","10133103.58",NA,"Sylvia nisoria",7.69942982987794,NA,NA,NA
"906","Sylvia ruppeli","Sylvia ruppeli","23.1","12.84","Shrubland","2","3","Carnivore","Invertivore","Insessorial","238081.29",NA,"Sylvia rueppelli",4.86239839712521,NA,NA,NA
"907","Sylvia sarda","Sylvia sarda","15.9","9.8","Shrubland","2","1","Carnivore","Invertivore","Insessorial","37562.64",NA,"Sylvia sarda",4.03652874139355,NA,NA,NA
"908","Sylvia subalpina","Sylvia subalpina","22.3","9.6","Shrubland","1","3","Omnivore","Invertivore","Insessorial","84258.76",NA,NA,NA,NA,NA,NA
"909","Sylvia undata","Sylvia undata","14.1","10.8","Shrubland","2","1","Carnivore","Invertivore","Insessorial","826720.86",NA,"Sylvia undata",3.60838752049355,NA,NA,NA
"910","Syrmaticus reevesii","Syrmaticus reevesii","20.6","1204.58","Woodland","2","1","Herbivore","Granivore","Terrestrial","531855.88","Syrmaticus reevesii","Syrmaticus reevesii",7.57876210152672,"Syrmaticus reevesii",0.546829923235935,0.513828984140138
"911","Syrmaticus soemmerringii","Syrmaticus soemmerringii","29.8","1081.66","Forest","1","1","Omnivore","Omnivore","Terrestrial","174734.06","Syrmaticus soemmerringii","Syrmaticus soemmerringii",7.24745905757672,"Syrmaticus soemmerringii",0.731397881737464,0.594350669438673
"912","Tachybaptus ruficollis","Tachybaptus ruficollis","32.2","169.43","Wetland","3","1","Carnivore","Aquatic predator","Aquatic","36639881.74","Tachybaptus ruficollis","Tachybaptus ruficollis",15.534723256473,"Tachybaptus ruficollis",1.74233683396597,1.63310253985712
"913","Tachycineta bicolor","Tachycineta bicolor","53","21.2","Wetland","3","3","Carnivore","Invertivore","Aerial","11720977.55","Tachycineta bicolor","Tachycineta bicolor",7.53589520872123,"Tachycineta bicolor",1.16775676872625,0.903312466833828
"914","Tachymarptis melba","Tachymarptis melba","72.5","100.38","Rock","1","3","Carnivore","Invertivore","Aerial","7307949.41","Tachymarptis melba","Tachymarptis melba",5.71094685106581,"Tachymarptis melba",1.31981998746207,1.30227286630862
"915","Tadorna ferruginea","Tadorna ferruginea","48.5","1235.03","Wetland","3","2","Omnivore","Omnivore","Terrestrial","18403211.28","Tadorna ferruginea","Tadorna ferruginea",3.70285257008999,"Tadorna ferruginea",1.12200748296694,1.06414015098917
"916","Tadorna tadorna","Tadorna tadorna","51.8","1146.83","Coastal","3","2","Carnivore","Aquatic predator","Generalist","9435093.57","Tadorna tadorna","Tadorna tadorna",6.27863210005666,"Tadorna tadorna",1.13435396177508,1.37940921365588
"917","Tarsiger cyanurus","Tarsiger cyanurus","24.5","13.43","Forest","1","3","Carnivore","Invertivore","Generalist","13243497.76","Tarsiger cyanurus","Tarsiger cyanurus",9.35064197280277,"Tarsiger cyanurus",1.07481762319081,1.14002878654532
"918","Terpsiphone atrocaudata","Terpsiphone atrocaudata","23.9","18.7","Forest","2","3","Carnivore","Invertivore","Insessorial","390211.35","Terpsiphone atrocaudata","Terpsiphone atrocaudata",3.23847732161064,"Terpsiphone atrocaudata",1.1316169728494,1.00089880269501
"919","Tetrao tetrix","Lyrurus tetrix","36.8","1068.66","Forest","3","1","Herbivore","Herbivore terrestrial","Terrestrial","14007422.54","Lyrurus tetrix","Tetrao tetrix",4.52351143291454,"Lyrurus tetrix",1.04047783496695,1.11163831538769
"920","Tetrao urogallus","Tetrao urogallus","33.2","2716.61","Forest","2","1","Herbivore","Herbivore terrestrial","Generalist","11330230.84","Tetrao urogalloides","Tetrao urogallus",4.90361247391454,"Tetrao urogallus",1.12066994971135,0.897641020973016
"921","Tetrao urogallus","Tetrao urogallus","33.2","2716.61","Forest","2","1","Herbivore","Herbivore terrestrial","Generalist","11330230.84","Tetrao urogallus","Tetrao urogallus",4.90361247391454,"Tetrao urogallus",1.12066994971135,0.897641020973016
"922","Tetraogallus caspius","Tetraogallus caspius","39.7","2508.24","Rock","3","1","Herbivore","Herbivore terrestrial","Terrestrial","313937.42","Tetraogallus caspius","Tetraogallus caspius",4.55490529804547,"Tetraogallus caspius",0.532683150292951,1.08260231711678
"923","Tetraogallus caucasicus","Tetraogallus caucasicus","40.5","1830.79","Rock","3","1","Herbivore","Herbivore terrestrial","Terrestrial","23392.94","Tetraogallus caucasicus","Tetraogallus caucasicus",5.39656905649547,"Tetraogallus caucasicus",0.660967479570813,0.662062710248252
"924","Tetrastes bonasia","Tetrastes bonasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tetrastes bonasia","Bonasa bonasia",7.80175425963317,NA,NA,NA
"925","Tetrax tetrax","Tetrax tetrax","40.8","833.45","Grassland","3","2","Omnivore","Omnivore","Terrestrial","5061737.32","Tetrax tetrax","Tetrax tetrax",18.7330477499759,"Tetrax tetrax",0.93583346729759,0.680022112081015
"926","Thalasseus sandvicensis","Thalasseus sandvicensis","69.3","199.83","Marine","3","3","Carnivore","Aquatic predator","Aerial","2802142.59","Thalasseus sandvicensis","Sterna sandvicensis",3.48721187255173,NA,NA,NA
"927","Thryothorus ludovicianus","Thryothorus ludovicianus","11.4","18.96","Woodland","2","1","Carnivore","Invertivore","Insessorial","3217727.29","Thryothorus ludovicianus","Thryothorus ludovicianus",7.55025809594518,"Thryothorus ludovicianus",0.824452721544902,0.787107944093372
"928","Tichodroma muraria","Tichodroma muraria","19.2","17.6","Rock","1","2","Carnivore","Invertivore","Insessorial","5602345.09","Tichodroma muraria","Tichodroma muraria",16.3309087593808,"Tichodroma muraria",1.03675149291449,1.09967426358385
"929","Toxostoma rufum","Toxostoma rufum","13.9","68.8","Shrubland","1","2","Omnivore","Omnivore","Generalist","5678627.88","Toxostoma rufum","Toxostoma rufum",6.53891700867172,"Toxostoma rufum",1.04137344572586,0.906864739706873
"930","Treron formosae","Treron formosae","35.8","140","Forest","2","1","Herbivore","Frugivore","Insessorial","40376.97","Treron formosae","Treron formosae",10.6664163296799,"Treron formosae",0.470808377585376,0.668622225789528
"931","Treron sieboldii","Treron sieboldii","37.6","245","Forest","2","2","Herbivore","Frugivore","Insessorial","2159328.24","Treron sieboldii","Treron sieboldii",6.15522680720241,"Treron sieboldii",1.01695336363487,1.02513542056252
